"","p","d","Phylum","adj"
"1",0.0378446607997407,0.104407348735568,"Proteobacteria",0.0378446607997407
"2",6.07930898558595e-120,-1.60130918750417,"Actinobacteriota",1.82379269567579e-119
"3",2.81891770323172e-08,-1.53763223807493,"Firmicutes",4.22837655484758e-08
