"","p","d","Phylum","adj"
"1",4.15410904426595e-64,-1.03172943157654,"Actinobacteriota",1.24623271327979e-63
"2",1.54719674458546e-16,0.469523332598691,"Proteobacteria",2.32079511687819e-16
"3",4.47874716694234e-09,-1.56956952759308,"Firmicutes",4.47874716694234e-09
